pathway	gene1	gene2
hsa05200	JUN	VEGFD
hsa05200	JUN	CXCL8
hsa05200	JUN	MMP1
hsa05200	JUN	CCND1
hsa05200	JUN	CDK4
hsa05200	FOS	VEGFD
hsa05200	FOS	CXCL8
hsa05200	FOS	MMP1
hsa05200	FOS	CCND1
hsa05200	FOS	CDK4
hsa05200	MYC	VEGFD
hsa05200	MYC	CXCL8
hsa05200	MYC	MMP1
hsa05200	MYC	CCND1
hsa05200	MYC	CDK4
hsa05200	JUP	PPARD
hsa05200	JUP	MYC
hsa05200	JUP	CCND1
hsa05200	ZBTB17	CDKN2B
hsa05200	EPAS1	SLC2A1
hsa05200	EPAS1	VEGFD
hsa05200	EPAS1	PDGFB
hsa05200	EPAS1	TGFB1
hsa05200	EPAS1	TGFA
hsa05200	GLI1	BMP2
hsa05200	GLI1	GLI1
hsa05200	GLI1	WNT16...
hsa05200	GLI1	HHIP
hsa05200	GLI1	PTCH1
hsa05200	NFKBIA	NFKB1
hsa05200	JUP	LEF1
hsa05200	SMAD2	SMAD4
hsa05200	EPAS1	ARNT
hsa05200	EPAS1	CREBBP
hsa05200	RARA	JUP
hsa05200	PML	JUP
hsa05200	RUNX1	JUP
hsa05200	C05981	AKT3
hsa05200	C00165	PRKCA
hsa05200	C00076	PRKCA
hsa05200	RB1	E2F1
hsa05200	RHOA	MAPK8
hsa05200	PPARG	RXRA
hsa05200	GSK3B	CTNNB1
hsa05200	NKX3-1	AKT3
hsa05200	RASSF1	STK4
hsa05200	RASSF1	CCND1
hsa05200	RASSF1	HRAS
hsa05200	DAPK1	MAPK1
hsa05200	SPI1	CSF3R
hsa05200	SPI1	CSF2RA
hsa05200	SPI1	CSF1R
hsa05200	CEBPA	CSF3R
hsa05200	CEBPA	IL6
hsa05200	CEBPA	E2F1
hsa05200	CEBPA	MYC
hsa05200	CEBPA	CSF3R
hsa05200	CEBPA	IL6
hsa05200	CEBPA	E2F1
hsa05200	CEBPA	MYC
hsa05200	RUNX1	CSF1R
hsa05200	TP53	CDKN1A
hsa05200	CDKN2A	MDM2
hsa05200	EGLN2	EPAS1
hsa05200	RARA	CCNA1
hsa05200	PML	CCNA1
hsa05200	KITLG	KIT
hsa05200	FLT3LG	FLT3
hsa05200	FGF1	FGFR1
hsa05200	RASSF5	RASSF1
hsa05200	ETS1	VEGFD
hsa05200	ETS1	MMP1
hsa05200	ETS1	CXCL8
hsa05200	ETS1	CCND1
hsa05200	ETS1	CDK4
hsa05200	BID	CYCS
hsa05200	C00535	AR
hsa05200	C03917	AR
hsa05200	C00951...	AR
hsa05200	C00187	SHH
hsa05200	C00122	EGLN2
hsa05200	RUNX1	CSF1R
hsa05200	PLD1	C00416
hsa05200	PTEN	C05981
hsa05200	EGF	EGFR
hsa05200	PIK3CA	C05981
hsa05200	CTNNB1	LEF1
hsa05200	MAPK1	ETS1
hsa05200	MAPK1	ETS1
hsa05200	PLCG1	C00165
hsa05200	PLCG1	C00076
hsa05200	SMO	SUFU
hsa05200	SUFU	GLI1
hsa05200	KIF7	SUFU
hsa05200	JAG1	NOTCH1
hsa05200	DLL3	NOTCH1
hsa05200	NOTCH1	ERBB2
hsa05200	NOTCH1	HES1
hsa05200	NOTCH1	HEY1
hsa05200	NOTCH1	FLT4
hsa05200	C00122	C00149
hsa05200	C01471	KEAP1
hsa05200	C00704	KEAP1
hsa05200	C21641	KEAP1
hsa05200	C21642	KEAP1
hsa05200	C00027	KEAP1
hsa05200	C16844	KEAP1
hsa05200	C00533	KEAP1
hsa05200	KEAP1	NFE2L2
hsa05200	NFE2L2	HMOX1
hsa05200	NFE2L2	NQO1
hsa05200	NFE2L2	GSTO2
hsa05200	NFE2L2	TXNRD2
hsa05200	TP53	GADD45G
hsa05200	TP53	BAK1
hsa05200	TP53	POLK
hsa05200	TP53	BAX
hsa05200	TP53	DDB2
hsa05200	FRAT1...	DVL1
hsa05200	EDNRA	GNA11
hsa05200	GNA11	PLCB1
hsa05200	PLCB1	C01245
hsa05200	PLCB1	C00165
hsa05200	C00165	PRKCA
hsa05200	C00165	RASGRP1
hsa05200	PLCB1	C00076
hsa05200	C00076	RASGRP1
hsa05200	RASGRP1	HRAS
hsa05200	C00951	ESR1
hsa05200	MAPK1	RPS6KA5
hsa05200	MAPK1	RPS6KA5
hsa05200	RPS6KA5	MYC
hsa05200	PMAIP1	BCL2
hsa05200	BBC3	BCL2
hsa05200	BAD	BCL2
hsa05200	BCL2L11	BCL2
hsa05200	BCL2	BAX
hsa05200	BAX	CYCS
hsa05200	CYCS	APAF1
hsa05200	CASP9	CASP3
hsa05200	STAT5A	PIM2...
hsa05200	JAK1	STAT5A
hsa05200	JAK1	STAT5A
hsa05200	JAK1	STAT2
hsa05200	JAK1	STAT2
hsa05200	MTOR	RPS6KB1
hsa05200	MTOR	RPS6KB1
hsa05200	EPO	CSF2RB
hsa05200	CSF2RB	JAK1
hsa05200	ALK	JAK1
hsa05200	ALK	PIK3CA
hsa05200	ALK	HRAS
hsa05200	ALK	HRAS
hsa05200	PRKCA	ELK1
hsa05200	C00076	CALML6
hsa05200	CALML6	CAMK2A
hsa05200	CAMK2A	HRAS
hsa05200	CAMK2A	HRAS
hsa05200	BCL2L1	BAX
hsa05200	BCL2L1	BAK1
hsa05200	BAK1	CYCS
hsa05200	ALK	PLCG1
hsa05200	F2	EDNRA
hsa05200	KNG1	EDNRA
hsa05200	EDN1	EDNRA
hsa05200	AGT	EDNRA
hsa05200	F2	LPAR6
hsa05200	F2	CXCR4
hsa05200	AGT	LPAR6
hsa05200	AGT	CXCR4
hsa05200	C00681	LPAR6
hsa05200	C00681	CXCR4
hsa05200	CXCL12	CXCR4
hsa05200	C00584	PTGER1
hsa05202	CEBPA	PER2
hsa05202	SPI1	CD14
hsa05202	SPI1	ITGAM
hsa05202	SPI1	FCGR1A
hsa05202	SIN3A	NCOR1
hsa05202	RXRA	PPARG
hsa05202	LYL1	TCF3
hsa05202	SP1	ZBTB17
hsa05202	NFKBIZ	NFKB1
hsa05216	RET	HRAS
hsa05216	TFG	HRAS
hsa05216	HRAS	BRAF
hsa05216	BRAF	MAP2K1
hsa05216	BRAF	MAP2K1
hsa05216	BRAF	MAP2K1
hsa05216	BRAF	MAP2K1
hsa05216	MAP2K1	MAPK1
hsa05216	MAP2K1	MAPK1
hsa05216	BRAF	MAP2K1
hsa05216	BRAF	MAP2K1
hsa05216	MAP2K1	MAPK1
hsa05216	MAP2K1	MAPK1
hsa05216	HRAS	BRAF
hsa05216	PPARG	RXRA
hsa05216	CTNNB1	CDH1
hsa05216	CTNNB1	LEF1
hsa05216	LEF1	MYC
hsa05216	LEF1	CCND1
hsa05216	TP53	CDKN1A
hsa05216	TP53	GADD45G
hsa05216	TP53	BAX
hsa05216	TP53	BAK1
hsa05216	TP53	DDB2
hsa05216	TP53	POLK
hsa04744	GUCY2F	C00942
hsa04744	RHO	GNAT1
hsa04744	GNAT1	PDE6A
hsa04744	GUCY2F	C00942
hsa04744	RCVRN	GRK7
hsa04744	SAG	RHO
hsa04744	RGS9	GNAT1
hsa04744	GRK7	RHO
hsa04744	GRK7	RHO
hsa04744	RCVRN	C00076
hsa04744	C00076	GUCA1A
hsa04744	C00076	CALML6
hsa04744	C00305	GUCA1A
hsa04744	RCVRN	C00076
hsa04744	C00942	CNGB1
hsa04744	RHO	C02110
hsa04744	C00376	RHO
hsa04744	CALML6	CNGB1
hsa04744	C00942	CNGB1
hsa04744	GUCA1A	GUCY2F
hsa04744	GUCA1A	GUCY2F
hsa04080	C01996	CHRM1
hsa04080	C00788...	ADRA1D
hsa04080	C03758	DRD1
hsa04080	C00388	HRH3
hsa04080	C00483...	TAAR9
hsa04080	C06314	FPR1
hsa04080	CTSG	F2R
hsa04080	CGA	FSHR
hsa04080	CGA	LHCGR
hsa04080	CGA	TSHR
hsa04080	C00696	PTGDR
hsa04080	C00584	PTGER1
hsa04080	C00639	PTGFR
hsa04080	C01312	PTGIR
hsa04080	C02198	TBXA2R
hsa04080	C00212	ADORA1
hsa04080	C00002...	LPAR6
hsa04080	C11695...	CNR1
hsa04080	C01598	MTNR1A
hsa04080	C06124...	S1PR1
hsa04080	C02165	LTB4R
hsa04080	C02166...	CYSLTR1
hsa04080	C00025...	GRM1
hsa04080	C00334	GPR156
hsa04080	C12270	GRIN3A
hsa04080	C00334	GABRR3...
hsa04080	C00002...	P2RX2
hsa04080	C00025	GRIN3A
hsa04080	C00049	GRIN3A
hsa04080	C00506	GRIN3A
hsa04080	C00037	GLRA1
hsa04080	C00099	GLRA1
hsa04080	C00245	GLRA1
hsa04080	C12271	TRPV1
hsa04080	C12272	TRPV1
hsa04080	C11695	TRPV1
hsa04080	C05113	TSPO
hsa04080	C00735	NR3C1
hsa04080	CSH1	GHR
hsa04080	C02465...	THRA
hsa04080	LEP	LEPR
hsa04080	PRL	PRLR
hsa04080	C01996	CHRNA1
hsa04919	PRKCA	MAPK1
hsa04919	PRKCA	MAPK1
hsa04919	PIK3CA	ATP1B4...
hsa04919	PIK3CA	ATP1B4...
hsa04919	C00575	PRKACA
hsa04919	PRKACA	MAP2K1
hsa04919	HRAS	RAF1
hsa04919	PLCD3	C01245
hsa04919	PLCD3	C00165
hsa04919	C00165	PRKCA
hsa04919	C00076	PRKCA
hsa04919	RAF1	MAP2K1
hsa04919	RAF1	MAP2K1
hsa04919	MAP2K1	MAPK1
hsa04919	MAP2K1	MAPK1
hsa04919	MAPK1	STAT1
hsa04919	MAPK1	STAT1
hsa04919	MAPK1	TP53
hsa04919	MAPK1	TP53
hsa04919	MAPK1	ESR1
hsa04919	MAPK1	ESR1
hsa04919	MAPK1	THRB
hsa04919	MAPK1	THRB
hsa04919	PRKCA	SLC9A1
hsa04919	PRKCA	SLC9A1
hsa04919	MAPK1	ATP1B4...
hsa04919	SRC	PIK3CA
hsa04919	SRC	PIK3CA
hsa04919	THRB	PIK3CA
hsa04919	PIK3CA	C05981
hsa04919	C05981	AKT3
hsa04919	PDPK1	AKT3
hsa04919	PIK3CA	THRA
hsa04919	AKT3	MDM2
hsa04919	AKT3	MDM2
hsa04919	AKT3	TBC1D4
hsa04919	AKT3	TBC1D4
hsa04919	AKT3	PFKFB2
hsa04919	AKT3	PFKFB2
hsa04919	AKT3	GSK3B
hsa04919	AKT3	GSK3B
hsa04919	GSK3B	CTNNB1
hsa04919	GSK3B	CTNNB1
hsa04919	AKT3	TSC2
hsa04919	AKT3	TSC2
hsa04919	MDM2	TP53
hsa04919	TSC2	RHEB
hsa04919	AKT3	BAD
hsa04919	AKT3	BAD
hsa04919	AKT3	FOXO1
hsa04919	AKT3	FOXO1
hsa04919	AKT3	CASP9
hsa04919	AKT3	CASP9
hsa04919	RHEB	MTOR
hsa04919	THRB	CCND1
hsa04919	THRB	GATA4
hsa04919	THRB	RCAN1
hsa04919	THRB	HIF1A
hsa04919	THRB	MYC
hsa04919	THRB	MYH6
hsa04919	THRB	ATP2A2
hsa04919	THRB	PLN
hsa04919	THRB	WNT4
hsa04919	THRB	CTNNB1
hsa04919	THRA	MYH6
hsa04919	THRA	ATP2A2
hsa04919	THRA	PLN
hsa04919	THRA	WNT4
hsa04919	THRA	CTNNB1
hsa04919	THRA	NOTCH1
hsa04919	THRA	BMP4
hsa04919	HIF1A	SLC2A1
hsa04919	HIF1A	PFKP
hsa04919	PIK3CA	RCAN2
hsa04919	PIK3CA	RCAN2
hsa04919	PIK3CA	HIF1A
hsa04919	PIK3CA	HIF1A
hsa04919	C02465	THRA
hsa04919	C02465	THRA
hsa04919	C02465	THRB
hsa04919	C02465	THRA
hsa04919	C01829	THRA
hsa04919	THRA	ACTB
hsa04060	CXCL1	CXCR1
hsa04060	CXCL6	CXCR1
hsa04060	CXCL6	CXCR1
hsa04060	CXCL8	CXCR1
hsa04060	CXCL1	CXCR2
hsa04060	CXCL6	CXCR2
hsa04060	CXCL6	CXCR2
hsa04060	CXCL8	CXCR2
hsa04060	CXCL1	CXCR2
hsa04060	CXCL1	CXCR2
hsa04060	PPBP	CXCR2
hsa04060	PF4	CXCR3
hsa04060	PF4	CXCR3
hsa04060	CXCL9	CXCR3
hsa04060	CXCL10	CXCR3
hsa04060	CXCL11	CXCR3
hsa04060	CXCL13	CXCR3
hsa04060	CXCL13	CXCR5
hsa04060	CXCL12	CXCR4
hsa04060	CXCL12	ACKR3
hsa04060	CXCL16	CXCR6
hsa04060	XCL1	XCR1
hsa04060	XCL2	XCR1
hsa04060	CX3CL1	CX3CR1
hsa04060	IL4	IL4R
hsa04060	IL13	IL13RA1
hsa04060	IL13	IL13RA2
hsa04060	EPO	EPOR
hsa04060	CSH1	GHR
hsa04060	CSH1	GHR
hsa04060	PRL	PRLR
hsa04060	THPO	MPL
hsa04060	CSF3	CSF3R
hsa04060	LEP	LEPR
hsa04060	IL1A	IL1R2
hsa04060	IL1B	IL1R2
hsa04060	IL1RN	IL1R2
hsa04060	IL17B	IL17RB
hsa04060	IL17C	IL17RE
hsa04060	IL16	CD4
hsa04060	IL34	CSF1R
hsa04060	CSF1	CSF1R
hsa04060	TNF	TNFRSF1A
hsa04060	TNF	TNFRSF1B
hsa04060	LTA	TNFRSF1A
hsa04060	LTA	TNFRSF1B
hsa04060	LTA	LTBR
hsa04060	LTA	TNFRSF14
hsa04060	LTB	LTBR
hsa04060	TNFSF14	LTBR
hsa04060	TNFSF14	TNFRSF14
hsa04060	TNFSF14	TNFRSF6B
hsa04060	FASLG	TNFRSF6B
hsa04060	FASLG	FAS
hsa04060	TNFSF15	TNFRSF6B
hsa04060	TNFSF15	TNFRSF25
hsa04060	TNFSF10	TNFRSF10B
hsa04060	TNFSF10	TNFRSF10B
hsa04060	TNFSF10	TNFRSF10C
hsa04060	TNFSF10	TNFRSF10D
hsa04060	EDA	EDAR
hsa04060	EDA	EDA2R
hsa04060	NGF	NGFR
hsa04060	TNFSF11	TNFRSF11B
hsa04060	TNFSF11	TNFRSF11A
hsa04060	TNFSF12	TNFRSF12A
hsa04060	CD70	CD27
hsa04060	TNFSF8	TNFRSF8
hsa04060	CD40LG	CD40
hsa04060	TNFSF9	TNFRSF9
hsa04060	TNFSF4	TNFRSF4
hsa04060	TNFSF18	TNFRSF18
hsa04060	TNFSF13	TNFRSF17
hsa04060	TNFSF13	TNFRSF13B
hsa04060	TNFSF13B	TNFRSF17
hsa04060	TNFSF13B	TNFRSF13B
hsa04060	TNFSF13B	TNFRSF13C
hsa04060	CCL1	CCR8
hsa04060	CCL1	ACKR4
hsa04060	CCL25	CCR9
hsa04060	CCL25	ACKR4
hsa04060	CCL19	ACKR4
hsa04060	CCL19	CCR7
hsa04060	CCL21	ACKR4
hsa04060	CCL21	CCR7
hsa04060	CCL3L3	CCR5
hsa04060	CCL4L1	CCR5
hsa04060	CCL4L1	CCR5
hsa04060	CCL4L1	CCR5
hsa04060	CCL17	CCR4
hsa04060	CCL22	CCR4
hsa04060	CCL5	CCR4
hsa04060	CCL5	CCR5
hsa04060	CCL5	CCR3
hsa04060	CCL5	CCR1
hsa04060	CCL3L3	CCR5
hsa04060	CCL3L3	CCR1
hsa04060	CCL8	CCR5
hsa04060	CCL8	ACKR4
hsa04060	CCL8	CCR2
hsa04060	CCL8	CCR1
hsa04060	CCL14	CCR1
hsa04060	CCL16	CCR1
hsa04060	CCL15	CCR1
hsa04060	CCL15	CCR1
hsa04060	CCL15	CCR3
hsa04060	CCL13	CCR1
hsa04060	CCL13	CCR3
hsa04060	CCL13	ACKR4
hsa04060	CCL13	CCR2
hsa04060	CCL7	CCR1
hsa04060	CCL7	CCR3
hsa04060	CCL7	CCR2
hsa04060	CCL2	CCR2
hsa04060	CCL2	CCR2
hsa04060	CCL11	CCR3
hsa04060	CCL24	CCR3
hsa04060	CCL26	CCR3
hsa04060	CCL27	CCR2
hsa04060	CCL27	CCR3
hsa04060	CCL27	CCR10
hsa04060	CCL28	CCR3
hsa04060	CCL28	CCR10
hsa04060	CCL20	CCR6
hsa04062	CCL26	CXCR6
hsa04062	CCL26	CXCR6
hsa04062	CXCR6	JAK2
hsa04062	JAK2	STAT1
hsa04062	JAK2	STAT1
hsa04062	CXCR6	GNAI1
hsa04062	GNAI1	ADCY1
hsa04062	ADCY1	PRKACA
hsa04062	ADCY1	PRKACA
hsa04062	GNAI1	FGR
hsa04062	FGR	SHC2
hsa04062	SHC2	GRB2
hsa04062	GRB2	SOS1
hsa04062	SOS1	HRAS
hsa04062	SOS1	HRAS
hsa04062	HRAS	RAF1
hsa04062	RAF1	MAP2K1
hsa04062	RAF1	MAP2K1
hsa04062	MAP2K1	MAPK1
hsa04062	MAP2K1	MAPK1
hsa04062	FGR	PIK3CA
hsa04062	FGR	PIK3CA
hsa04062	PIK3CA	HRAS
hsa04062	PIK3CA	HRAS
hsa04062	PIK3CA	PRKCZ
hsa04062	PIK3CA	PRKCZ
hsa04062	PRKCZ	MAPK1
hsa04062	PIK3CA	AKT3
hsa04062	PIK3CA	AKT3
hsa04062	AKT3	CHUK
hsa04062	AKT3	CHUK
hsa04062	CHUK	NFKBIA
hsa04062	NFKBIA	NFKB1
hsa04062	AKT3	GSK3A...
hsa04062	AKT3	GSK3A...
hsa04062	FGR	ITK
hsa04062	PIK3CA	ITK
hsa04062	ITK	VAV3...
hsa04062	VAV3...	RAC1
hsa04062	RAC1	PAK1
hsa04062	RAC1	PAK1
hsa04062	VAV3...	CDC42
hsa04062	VAV3...	CDC42
hsa04062	CDC42	PAK1
hsa04062	CDC42	WAS
hsa04062	VAV3...	RHOA
hsa04062	RHOA	ROCK1
hsa04062	PIK3CA	PREX1
hsa04062	PIK3CA	PREX1
hsa04062	PREX1	RAC1
hsa04062	GNB5	PREX1
hsa04062	GNB5	PIK3CA
hsa04062	FGR	PTK2B
hsa04062	FGR	PTK2B
hsa04062	PTK2B	PXN
hsa04062	PTK2B	CRK
hsa04062	FGR	PTK2
hsa04062	FGR	PTK2
hsa04062	PIK3CA	PTK2
hsa04062	PIK3CA	PTK2
hsa04062	PTK2	PXN
hsa04062	PTK2	PXN
hsa04062	PTK2	BCAR1
hsa04062	BCAR1	CRK
hsa04062	GNAI1	GNB5
hsa04062	GNB5	PLCB1
hsa04062	PLCB1	C01245
hsa04062	C00076	RASGRP2
hsa04062	C00076	RASGRP2
hsa04062	RASGRP2	RAP1A
hsa04062	RAP1A	CDC42
hsa04062	RAP1A	CDC42
hsa04062	TIAM1	RAC1
hsa04062	C00076	PRKCB
hsa04062	PLCB1	PRKCB
hsa04062	PLCB1	PRKCB
hsa04062	C00165	RASGRP2
hsa04062	C00165	RASGRP2
hsa04062	PRKCB	NCF1
hsa04062	PRKCB	NCF1
hsa04062	ARRB1	CXCR6
hsa04062	GRK7	CXCR6
hsa04062	AKT3	FOXO3
hsa04062	AKT3	FOXO3
hsa04062	PRKCB	PTK2B
hsa04062	PRKCB	PTK2B
hsa04620	IRF5	TNF
hsa04620	IRF7	IFNA1
hsa04620	IRF7	IFNB1
hsa04620	IRF3	CD40
hsa04620	IRF3	CD80
hsa04620	IRF3	CD86
hsa04620	IRF3	IFNB1
hsa04620	IRF3	CXCL10
hsa04620	IRF3	CXCL11
hsa04620	STAT1	CXCL10
hsa04620	STAT1	CXCL11
hsa04620	TLR2	RAC1
hsa04620	MYD88	FADD
hsa04620	FADD	CASP8
hsa04620	CD14	TLR4
hsa04620	TLR4	MYD88
hsa04620	TRAF6	MAP3K7
hsa04620	TRAF6	IRF5
hsa04620	TLR4	TICAM2
hsa04620	TICAM2	TICAM1
hsa04620	TLR5	MYD88
hsa04620	MYD88	IRAK1
hsa04620	TLR9	MYD88
hsa04620	TLR3	TICAM1
hsa04620	TICAM1	TRAF3
hsa04620	TRAF6	IRF5
hsa04620	TRAF6	IRF7
hsa04620	TRAF6	IRF7
hsa04620	IRAK4	TRAF6
hsa04620	IRAK4	IRAK1
hsa04620	IRAK4	IRAK1
hsa04620	IRAK1	IRF7
hsa04620	IRAK1	IRF7
hsa04620	MYD88	FADD
hsa04620	TLR1	TLR2
hsa04620	TLR6	TLR2
hsa04620	LY96	TLR4
hsa04620	NFKBIA	NFKB1
hsa04620	TLR7	MYD88
hsa04620	RIPK1	TRAF6
hsa04620	TAB1	TAB2
hsa04620	TAB1	MAP3K7
hsa04620	MAP3K8	NFKB1
hsa04620	MAP3K8	MAP2K1
hsa04620	MAP2K1	MAPK1
hsa04620	MAP2K3	MAPK14
hsa04620	MAP2K7	MAPK8
hsa04620	MAPK8	FOS
hsa04620	RAC1	PIK3CA
hsa04620	IFNB1	IFNAR1
hsa04620	IFNAR1	STAT1
hsa04620	STAT1	CXCL9
hsa04620	IRF5	IL1B
hsa04620	IRF5	IL6
hsa04620	IRF5	IL12A
hsa04620	IRF5	CXCL8
hsa04620	IRF5	CCL5
hsa04620	IRF5	CCL3L3
hsa04620	CHUK	IRF7
hsa04620	SPP1	IRF7
hsa04620	MAPK14	FOS
hsa04620	MAPK1	FOS
hsa04620	IRF3	CXCL9
hsa04620	FOS	TNF
hsa04620	FOS	IL1B
hsa04620	FOS	IL6
hsa04620	FOS	IL12A
hsa04620	FOS	CXCL8
hsa04620	FOS	CCL5
hsa04620	FOS	CCL3L3
hsa04620	FOS	CCL4L1
hsa04620	NFKB1	TNF
hsa04620	NFKB1	IL1B
hsa04620	NFKB1	IL6
hsa04620	NFKB1	IL12A
hsa04620	NFKB1	CXCL8
hsa04620	NFKB1	CCL5
hsa04620	NFKB1	CCL3L3
hsa04620	NFKB1	CCL4L1
hsa04620	IKBKB	NFKBIA
hsa04620	MAP3K7	IKBKB
hsa04620	MAP3K7	IKBKB
hsa04620	MAP3K7	MAP2K3
hsa04620	MAP3K7	MAP2K3
hsa04620	MAP3K7	MAP2K7
hsa04620	MAP3K7	MAP2K7
hsa04620	PIK3CA	AKT3
hsa04620	PIK3CA	AKT3
hsa04620	AKT3	NFKB1
hsa04620	AKT3	NFKB1
hsa04620	TLR2	RAC1
hsa04621	NOD2	RIPK2
hsa04621	NLRP1	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	NLRP3	CARD8
hsa04621	MEFV	PSTPIP1
hsa04621	SUGT1	NLRP3
hsa04621	SUGT1	HSP90AA1
hsa04621	HSP90AA1	NLRP3
hsa04621	NOD1	ATG16L1
hsa04621	ATG16L1	ATG5
hsa04621	ATG16L1	ATG12
hsa04621	ATG5	ATG12
hsa04621	SUGT1	NOD1
hsa04621	ATG16L1	GABARAP
hsa04621	ATG5	GABARAP
hsa04621	ATG12	GABARAP
hsa04621	NOD2	ATG12
hsa04621	NOD2	ATG5
hsa04621	NOD2	ATG16L1
hsa04621	NOD1	RIPK2
hsa04621	RBCK1	RIPK2
hsa04621	RBCK1	RIPK2
hsa04621	XIAP	RIPK2
hsa04621	XIAP	RIPK2
hsa04621	CARD6	RIPK2
hsa04621	TRIP6	RIPK2
hsa04621	RIPK2	IKBKG
hsa04621	IKBKG	CHUK
hsa04621	CHUK	NFKBIA
hsa04621	CHUK	NFKBIA
hsa04621	NFKBIA	NFKB1
hsa04621	NFKB1	IL1B
hsa04621	NFKB1	IL18
hsa04621	NFKB1	IL6
hsa04621	NFKB1	TNF
hsa04621	NFKB1	CXCL8
hsa04621	NFKB1	CXCL1
hsa04621	NFKB1	CCL2
hsa04621	NFKB1	CCL5
hsa04621	NFKB1	CAMP
hsa04621	NOD1	RIPK2
hsa04621	NOD2	RIPK2
hsa04621	ERBIN	NOD2
hsa04621	NLRX1	MAVS
hsa04621	BCL2	NLRP1
hsa04621	BCL2L1	NLRP1
hsa04621	IFI16	AIM2
hsa04621	TP53BP1	AIM2
hsa04621	PYDC5	AIM2
hsa04621	RIPK2	TAB1
hsa04621	XIAP	RIPK2
hsa04621	XIAP	RIPK2
hsa04621	BIRC2	RIPK2
hsa04621	BIRC2	RIPK2
hsa04621	CARD9	RIPK2
hsa04621	TRAF2	RIPK2
hsa04621	TNFAIP3	RIPK2
hsa04621	NOD2	MAVS
hsa04621	MAVS	TRAF3
hsa04621	RIPK2	TRAF3
hsa04621	MAP3K7	CHUK
hsa04621	MAP3K7	CHUK
hsa04621	MAP3K7	MAPK1
hsa04621	MAP3K7	MAPK1
hsa04621	MAP3K7	MAPK8
hsa04621	MAP3K7	MAPK8
hsa04621	MAP3K7	MAPK14
hsa04621	MAP3K7	MAPK14
hsa04621	MAPK1	JUN
hsa04621	MAPK1	JUN
hsa04621	MAPK8	JUN
hsa04621	MAPK8	JUN
hsa04621	MAPK14	JUN
hsa04621	MAPK14	JUN
hsa04621	JUN	IL1B
hsa04621	JUN	IL18
hsa04621	JUN	IL6
hsa04621	JUN	TNF
hsa04621	JUN	CXCL8
hsa04621	JUN	CXCL1
hsa04621	JUN	CCL2
hsa04621	JUN	CCL5
hsa04621	JUN	CAMP
hsa04621	IRF3	IFNA1
hsa04621	TRAF3	IKBKE
hsa04621	IKBKE	TBK1
hsa04621	IKBKE	TANK
hsa04621	TAB1	MAP3K7
hsa04621	NLRP3	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	NOD2	NLRP1
hsa04621	CTSB	NLRP3
hsa04621	C00002	P2RX7
hsa04621	C00076	NLRP3
hsa04621	GPRC6A	PLCB1
hsa04621	PLCB1	C01245
hsa04621	C01245	ITPR1
hsa04621	ITPR1	C00076
hsa04621	RNASEL	DHX33
hsa04621	DHX33	MAVS
hsa04621	MAVS	NLRP3
hsa04621	MAVS	NLRP3
hsa04621	MAVS	MFN1
hsa04621	TXNIP	TXN2
hsa04621	CYBB	CYBA
hsa04621	NLRP6	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	NLRP7	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	NLRP12	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	NLRC4	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	AIM2	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	MEFV	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	IFI16	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	IFI16	PYCARD
hsa04621	PYCARD	CASP1
hsa04621	IRAK4	TRAF6
hsa04621	IKBKG	CHUK
hsa04621	JAK1	TYK2
hsa04621	TXNIP	NLRP3
hsa04621	C00155	CYBB
hsa04621	NAMPT	CYBB
hsa04621	RIPK3	DNM1L
hsa04621	NEK7	NLRP3
hsa04621	BRCC3	NLRP3
hsa04621	CASP8	CASP1
hsa04621	CASP8	FADD
hsa04621	C00533	NLRP3
hsa04621	PYDC1	PYCARD
hsa04621	PYDC2	PYCARD
hsa04621	MEFV	PYCARD
hsa04621	CASP12	CASP1
hsa04621	CARD16	CASP1
hsa04621	NAIP	NLRC4
hsa04621	PRKCD	NLRC4
hsa04621	PRKCD	NLRC4
hsa04621	RHOA	MEFV
hsa04621	RHOA	MEFV
hsa04621	CASP1	IL1B
hsa04621	CASP1	IL18
hsa04621	CASP1	GSDMD
hsa04621	CASP5	GSDMD
hsa04621	CASP4	GSDMD
hsa04621	GSDMD	NLRP3
hsa04621	IFNA1	IFNAR1
hsa04621	IFNAR1	JAK1
hsa04621	IFNAR1	TYK2
hsa04621	JAK1	STAT1
hsa04621	IRF9	STAT1
hsa04621	TLR4	TICAM1
hsa04621	TLR4	MYD88
hsa04621	TICAM1	IRF3
hsa04621	MYD88	IRAK4
hsa04621	IRAK4	IKBKG
hsa04621	CHUK	NFKBIA
hsa04621	CHUK	NFKBIA
hsa04621	NFKBIA	NFKB1
hsa04621	NFKBIA	NFKB1
hsa04621	NLRP12	NFKB1
hsa04621	NFKB1	IL1B
hsa04621	NFKB1	IL18
hsa04621	NFKB1	NLRP3
hsa04621	IFI16	TMEM173
hsa04621	TMEM173	TBK1
hsa04621	TBK1	IRF3
hsa04621	TBK1	NFKB1
hsa04621	IRF3	IFNA1
