	pathway	gene1	gene2
9198	hsa05110	KCNQ1	ADCY3
9201	hsa05110	PRKCA	PLCG1
9207	hsa05110	ERO1A	PDIA4
9208	hsa05110	GNAS	ADCY3
9209	hsa05110	PRKACA	CFTR
9211	hsa05110	PRKCA	ACTB
9213	hsa04145	TUBA1B	TUBB3
9214	hsa05166	ITGAL	ICAM1
9215	hsa05166	ICAM1	ITGAL
9216	hsa05166	B2M	HLA-A
9217	hsa05166	ICAM1	HRAS
9218	hsa05166	HRAS	MAP2K1
9219	hsa05166	MAP2K1	MAPK1
9220	hsa05166	IL2RB	JAK1
9221	hsa05166	PIK3CA	C05981
9222	hsa05166	C05981	AKT3
9223	hsa05166	DLG1	PTEN
9224	hsa05166	IKBKG	CHUK
9225	hsa05166	CHUK	NFKB2
9226	hsa05166	ADCY1	C00575
9227	hsa05166	C00575	PRKACA
9228	hsa05166	AKT3	JUN
9230	hsa05166	TNFRSF1A	MAP3K1
9232	hsa05166	TNFRSF1A	MAP3K3
9234	hsa05166	IL1R1	MAP3K3
9236	hsa05166	CD3D	MAP3K3
9238	hsa05166	LTBR	MAP3K14
9240	hsa05166	CD40	MAP3K14
9242	hsa05166	TNFRSF13C	MAP3K14
9244	hsa05166	TGFB1	TGFBR1
9245	hsa05166	MYC	CCND2
9246	hsa05166	NFATC1	IL2
9247	hsa05166	STAT5A	IL2
9248	hsa05166	NFYB	HLA-DMA
9249	hsa05166	CREB3	CCND1
9250	hsa05166	TCF3	POLB
9251	hsa05166	TCF3	LCK
9252	hsa05166	TCF3	BAX
9253	hsa05166	TCF3	CDKN2C
9254	hsa05166	MYC	TERT
9255	hsa05166	FDPS	HRAS
9257	hsa05166	PTTG2...	ESPL1
9258	hsa05166	MAP3K1	MAP2K4
9260	hsa05166	MAP2K4	MAPK8
9262	hsa05166	MAPK8	JUN
9264	hsa05166	MAP3K14	CHUK
9266	hsa05166	TGFBR1	SMAD2
9268	hsa05166	PRKACA	CREB3
9270	hsa05166	RB1	E2F1
9271	hsa05166	CALR	C00076
9273	hsa05166	CANX	C00076
9275	hsa05166	C00076	PPP3CA
9276	hsa05166	PPP3CA	NFATC1
9278	hsa05166	JAK1	STAT5A
9280	hsa05166	ATM	CHEK1
9282	hsa05166	CHEK1	TP53
9284	hsa05166	ANAPC10	PTTG2...
9286	hsa05166	ANAPC10	CCNB2
9288	hsa05166	MAD2L1	CDC20
9289	hsa05166	BUB1B	JUN
9290	hsa05166	JUN	MMP7
9291	hsa05166	NFKB1	IL2
9292	hsa05166	NFKB1	IL2RA
9293	hsa05166	NFKB1	IL15
9294	hsa05166	NFKB1	IL15RA
9295	hsa05166	NFKB1	IL6
9296	hsa05166	NFKB1	CSF2
9297	hsa05166	NFKB1	LTA
9298	hsa05166	NFKB1	BCL2L1
9299	hsa05166	NFKB1	XIAP
9300	hsa05166	NFKB2	IL2
9301	hsa05166	NFKB2	IL2RA
9302	hsa05166	NFKB2	IL15
9303	hsa05166	NFKB2	IL15RA
9304	hsa05166	NFKB2	IL6
9305	hsa05166	NFKB2	CSF2
9306	hsa05166	NFKB2	LTA
9307	hsa05166	NFKB2	BCL2L1
9308	hsa05166	NFKB2	XIAP
9309	hsa05166	TNF	TNFRSF1A
9310	hsa05166	TP53	CDKN1A
9311	hsa05166	PTEN	C05981
9312	hsa05166	NFKBIA	NFKB1
9313	hsa00230	PGM2	PRPS1L1
9314	hsa00230	PGM2	NUDT5
9315	hsa00230	PRPS1L1	NUDT5
9316	hsa00230	PRPS1L1	PPAT
9317	hsa00230	PPAT	GART
9318	hsa00230	GART	GART
9319	hsa00230	GART	PFAS
9320	hsa00230	PFAS	GART
9321	hsa00230	GART	PAICS
9322	hsa00230	PAICS	PAICS
9323	hsa00230	PAICS	ADSL
9324	hsa00230	ADSL	APRT
9325	hsa00230	ADSL	ATIC
9326	hsa00230	APRT	ATIC
9327	hsa00230	ATIC	ATIC
9328	hsa00230	ADSL	Histidine metabolism
9329	hsa00230	Histidine metabolism	APRT
9330	hsa00230	ATIC	Histidine metabolism
9331	hsa00230	PAPSS2	PAPSS2
9332	hsa00230	NME6	ITPA
9333	hsa00230	AMPD1	ADSSL1
9334	hsa00230	AMPD1	ATIC
9335	hsa00230	AMPD1	ITPA
9336	hsa00230	AMPD1	CANT1
9337	hsa00230	AMPD1	ENTPD8
9338	hsa00230	AMPD1	IMPDH1
9339	hsa00230	AMPD1	HPRT1
9340	hsa00230	AMPD1	NT5C1B-RDH14
9341	hsa00230	ADSSL1	ATIC
9342	hsa00230	ADSSL1	ITPA
9343	hsa00230	ADSSL1	CANT1
9344	hsa00230	ADSSL1	ENTPD8
9345	hsa00230	ADSSL1	IMPDH1
9346	hsa00230	ADSSL1	HPRT1
9347	hsa00230	ADSSL1	NT5C1B-RDH14
9348	hsa00230	ATIC	ITPA
9349	hsa00230	ATIC	CANT1
9350	hsa00230	ATIC	ENTPD8
9351	hsa00230	ATIC	IMPDH1
9352	hsa00230	ATIC	HPRT1
9353	hsa00230	ATIC	NT5C1B-RDH14
9354	hsa00230	ITPA	CANT1
9355	hsa00230	ITPA	ENTPD8
9356	hsa00230	ITPA	IMPDH1
9357	hsa00230	ITPA	HPRT1
9358	hsa00230	ITPA	NT5C1B-RDH14
9359	hsa00230	CANT1	IMPDH1
9360	hsa00230	CANT1	HPRT1
9361	hsa00230	CANT1	NT5C1B-RDH14
9362	hsa00230	ENTPD8	IMPDH1
9363	hsa00230	ENTPD8	HPRT1
9364	hsa00230	ENTPD8	NT5C1B-RDH14
9365	hsa00230	IMPDH1	HPRT1
9366	hsa00230	IMPDH1	NT5C1B-RDH14
9367	hsa00230	HPRT1	NT5C1B-RDH14
9368	hsa00230	ADSSL1	ADSL
9369	hsa00230	NT5C1B-RDH14	ADA...
9370	hsa00230	NT5C1B-RDH14	PNP
9371	hsa00230	ADA...	PNP
9372	hsa00230	PNP	XDH
9374	hsa00230	PNP	HPRT1
9378	hsa00230	XDH	HPRT1
9381	hsa00230	AMPD1	AK6
9382	hsa00230	AMPD1	APRT
9384	hsa00230	AMPD1	ADK
9385	hsa00230	AMPD1	DCK
9386	hsa00230	ENTPD8	APRT
9388	hsa00230	ENTPD8	ADK
9389	hsa00230	ENTPD8	DCK
9390	hsa00230	AK6	APRT
9391	hsa00230	AK6	NT5C1B-RDH14
9392	hsa00230	AK6	ADK
9393	hsa00230	AK6	DCK
9394	hsa00230	APRT	NT5C1B-RDH14
9395	hsa00230	APRT	ADK
9396	hsa00230	APRT	DCK
9399	hsa00230	DCK	ADA...
9400	hsa00230	DCK	PNP
9401	hsa00230	ADK	ADA...
9402	hsa00230	ADK	PNP
9404	hsa00230	PNP	APRT
9405	hsa00230	APRT	PNP
9406	hsa00230	ENTPD8	RRM2B
9407	hsa00230	ENTPD8	PKLR
9408	hsa00230	ENTPD8	NME6
9409	hsa00230	ENTPD8	ENTPD8
9410	hsa00230	ENTPD8	ENTPD2
9411	hsa00230	ENTPD8	NTPCR
9412	hsa00230	AK6	RRM2B
9413	hsa00230	AK6	PKLR
9414	hsa00230	AK6	NME6
9415	hsa00230	AK6	ENTPD8
9416	hsa00230	AK6	ENTPD2
9417	hsa00230	AK6	NTPCR
9418	hsa00230	RRM2B	PKLR
9419	hsa00230	RRM2B	NME6
9420	hsa00230	RRM2B	ENTPD8
9421	hsa00230	RRM2B	ENTPD2
9422	hsa00230	RRM2B	NTPCR
9425	hsa00230	RRM2B	AK6
9426	hsa00230	NME6	AK6
9427	hsa00230	PKLR	AK6
9429	hsa00230	NT5C1B-RDH14	ADA
9430	hsa00230	PNP	NT5C1B-RDH14
9431	hsa00230	PNP	ADA
9432	hsa00230	ADA	PNP
9433	hsa00230	ENTPD2	ADCY1
9434	hsa00230	ENTPD8	ADCY1
9435	hsa00230	NTPCR	ADCY1
9436	hsa00230	PKLR	ADCY1
9437	hsa00230	PDE10A	ADCY1
9438	hsa00230	ITPA	NME6
9440	hsa00230	NME6	CANT1
9441	hsa00230	NME6	ENTPD8
9442	hsa00230	ENTPD8	CANT1
9444	hsa00230	GMPR	IMPDH1
9445	hsa00230	GMPR	HPRT1
9446	hsa00230	GMPR	NT5C1B-RDH14
9447	hsa00230	GMPR	AMPD1
9448	hsa00230	GMPR	ADSSL1
9449	hsa00230	GMPR	ATIC
9450	hsa00230	GMPR	ITPA
9451	hsa00230	GMPR	CANT1
9452	hsa00230	GMPR	ENTPD8
9453	hsa00230	NT5C1B-RDH14	ITPA
9454	hsa00230	NT5C1B-RDH14	GMPS
9455	hsa00230	NT5C1B-RDH14	IMPDH1
9456	hsa00230	NT5C1B-RDH14	HPRT1
9457	hsa00230	ITPA	GMPS
9460	hsa00230	GMPS	IMPDH1
9461	hsa00230	GMPS	HPRT1
9469	hsa00230	PNP	GDA
9470	hsa00230	HPRT1	XDH
9474	hsa00230	HPRT1	GDA
9475	hsa00230	XDH	XDH
9476	hsa00230	XDH	GDA
9481	hsa00230	NUDT2	ITPA
9482	hsa00230	GMPS	GMPR
9483	hsa00230	GMPS	PDE10A
9484	hsa00230	GMPS	ITPA
9485	hsa00230	GMPS	ENTPD8
9486	hsa00230	GMPS	CANT1
9487	hsa00230	GMPS	GUK1
9488	hsa00230	GMPS	APRT
9490	hsa00230	GMPS	NT5C1B-RDH14
9491	hsa00230	GMPR	PDE10A
9495	hsa00230	GMPR	GUK1
9496	hsa00230	GMPR	APRT
9499	hsa00230	PDE10A	ITPA
9500	hsa00230	PDE10A	ENTPD8
9501	hsa00230	PDE10A	CANT1
9502	hsa00230	PDE10A	GUK1
9503	hsa00230	PDE10A	APRT
9504	hsa00230	PDE10A	HPRT1
9505	hsa00230	PDE10A	NT5C1B-RDH14
9508	hsa00230	ITPA	GUK1
9509	hsa00230	ITPA	APRT
9515	hsa00230	CANT1	APRT
9518	hsa00230	GUK1	APRT
9519	hsa00230	GUK1	HPRT1
9520	hsa00230	GUK1	NT5C1B-RDH14
9528	hsa00230	DGUOK	PNP
9529	hsa00230	GUK1	ITPA
9531	hsa00230	GUK1	DGUOK
9533	hsa00230	ITPA	DGUOK
9534	hsa00230	GUK1	NME6
9535	hsa00230	PKLR	GUK1
9538	hsa00230	RRM2B	GUK1
9539	hsa00230	NME6	NUDT2
9540	hsa00230	PKLR	NUDT2
9541	hsa00230	ENTPD8	NUDT2
9542	hsa00230	PRUNE1	HDDC3
9543	hsa00230	ADCY1	PDE10A
9544	hsa00230	GUCY1A2	PDE10A
9545	hsa00230	GUCY1A2	NME6
9546	hsa00230	GUCY1A2	PKLR
9547	hsa00230	GUCY1A2	ENTPD8
9548	hsa00230	GUCY1A2	NUDT2
9549	hsa00230	ADCY1	NME6
9550	hsa00230	ADCY1	PKLR
9551	hsa00230	ADCY1	ENTPD8
9552	hsa00230	ADCY1	NUDT2
9553	hsa00230	GUCY1A2	ITPA
9555	hsa00230	ITPA	PKLR
9557	hsa00230	ITPA	NUDT2
9558	hsa00230	ITPA	ADCY1
9563	hsa00230	CANT1	RRM2B
9564	hsa00230	CANT1	ENTPD8
9565	hsa00230	CANT1	PKLR
9566	hsa00230	CANT1	NME6
9567	hsa00230	GUK1	RRM2B
9568	hsa00230	GUK1	ENTPD8
9569	hsa00230	GUK1	PKLR
9574	hsa00230	AMPD1	Arginine biosynthesis
9575	hsa00230	PAICS	Thiamine metabolism
9576	hsa00230	GART	Thiamine metabolism
9577	hsa00230	GART	Alanine
9578	hsa00230	PPAT	Alanine
9579	hsa00230	PPAT	Pentose phosphate pathway
9580	hsa00230	PRPS1L1	Pentose phosphate pathway
9581	hsa00230	Folate biosynthesis	NUDT2
9582	hsa00230	Folate biosynthesis	ENTPD8
9583	hsa00230	Folate biosynthesis	PKLR
9584	hsa00230	Folate biosynthesis	NME6
9585	hsa00230	Folate biosynthesis	ITPA
9586	hsa00230	Folate biosynthesis	GUCY1A2
9587	hsa00230	Folate biosynthesis	ADCY1
9588	hsa00230	Riboflavin metabolism	NUDT2
9589	hsa00230	Riboflavin metabolism	ENTPD8
9590	hsa00230	Riboflavin metabolism	PKLR
9591	hsa00230	Riboflavin metabolism	NME6
9592	hsa00230	Riboflavin metabolism	ITPA
9593	hsa00230	Riboflavin metabolism	GUCY1A2
9594	hsa00230	Riboflavin metabolism	ADCY1
9595	hsa00230	HDDC3	NME6
9596	hsa00230	HDDC3	PKLR
9597	hsa00230	HDDC3	ENTPD8
9598	hsa00230	HDDC3	RRM2B
9599	hsa00230	HDDC3	GUK1
9600	hsa00230	HDDC3	CANT1
9604	hsa00230	GDA	APRT
9605	hsa00230	GDA	HPRT1
9606	hsa00230	GDA	PNP
9609	hsa00230	PNP	PNP
9611	hsa00230	NME6	ADCY1
9612	hsa00230	AK6	PDE10A
9613	hsa00230	AK6	ADSL
9614	hsa00230	ENTPD8	PDE10A
9615	hsa00230	ENTPD8	ADSL
9616	hsa00230	PDE10A	ADSL
9617	hsa00230	PDE10A	AMPD1
9618	hsa00230	PDE10A	ADK
9619	hsa00230	PDE10A	DCK
9622	hsa00230	ADSL	AMPD1
9623	hsa00230	ADSL	ADK
9624	hsa00230	ADSL	DCK
9625	hsa00230	ADSL	NT5C1B-RDH14
9627	hsa00230	DCK	NT5C1B-RDH14
9628	hsa00230	NME6	PKLR
9629	hsa00230	NME6	ENTPD2
9630	hsa00230	NME6	NTPCR
9631	hsa00230	PKLR	ENTPD2
9632	hsa00230	PKLR	NTPCR
9633	hsa00230	ENTPD2	NTPCR
9634	hsa00230	ENTPD8	GUK1
9635	hsa00230	PRPS1L1	PGM1
9636	hsa00230	PGM1	NUDT5
9637	hsa00230	PDE7B	ADCY1
9638	hsa00230	PDE7B	ADSL
9639	hsa00230	PDE7B	ENTPD8
9640	hsa00230	PDE7B	AK6
9641	hsa00230	PDE7B	APRT
9642	hsa00230	PDE7B	NT5C1B-RDH14
9643	hsa00230	PDE7B	DCK
9644	hsa00230	PDE7B	ADK
9645	hsa00230	PDE7B	AMPD1
9646	hsa00230	ENTPD8	AK6
9647	hsa00230	NT5C1B-RDH14	ADK
9648	hsa00230	NUDT16	NME6
9649	hsa00230	ITPA	NUDT16
9650	hsa00230	NME6	NUDT16
9651	hsa00230	ENTPD8	NUDT16
9652	hsa00230	ADSSL1	NUDT16
9653	hsa00230	ATIC	NUDT16
9654	hsa00230	NUDT16	ITPA
9655	hsa00230	NUDT16	AMPD1
9656	hsa00230	NUDT16	NT5C1B-RDH14
9657	hsa00230	NUDT16	HPRT1
9658	hsa00230	NUDT16	IMPDH1
9659	hsa00230	AK3	RRM2B
9660	hsa00230	AK3	PKLR
9661	hsa00230	AK3	NME6
9662	hsa00230	AK3	ENTPD8
9664	hsa00230	AK3	ENTPD2
9665	hsa00230	AK3	NTPCR
9666	hsa00230	AK3	ADSL
9667	hsa00230	AK3	AMPD1
9668	hsa00230	AK3	ADK
9669	hsa00230	AK3	NT5C1B-RDH14
9670	hsa00230	AK3	APRT
9671	hsa00230	AK3	DCK
9672	hsa00230	AK3	PDE7B
9673	hsa00230	AK3	PDE10A
9674	hsa00230	ENTPD8	ENPP1
9675	hsa00230	ENPP1	NUDT2
9676	hsa00230	PKLR	ENPP1
9677	hsa00230	NME6	ENPP1
9678	hsa00230	Folate biosynthesis	ENPP1
9679	hsa00230	Riboflavin metabolism	ENPP1
9680	hsa00230	GUCY1A2	ENPP1
9681	hsa00230	ADCY1	ENPP1
9682	hsa00230	ENPP1	PDE10A
9683	hsa00230	APRT	ENPP1
9684	hsa00230	NT5C1B-RDH14	ENPP1
9685	hsa00230	HPRT1	ENPP1
9686	hsa00230	GMPS	ENPP1
9687	hsa00230	GMPR	ENPP1
9688	hsa00230	ENPP1	PDE7B
9690	hsa00230	ENPP1	ADSL
9691	hsa00230	ENPP1	AMPD1
9692	hsa00230	ENPP1	NT5C1B-RDH14
9693	hsa00230	ENPP1	DCK
9694	hsa00230	ENPP1	ADK
9696	hsa00230	AK6	ENPP1
9698	hsa00230	AK3	ENPP1
9699	hsa00230	NUDT16	GMPR
9700	hsa00230	Riboflavin metabolism	Folate biosynthesis
9701	hsa00190	TCIRG1	PPA2
9702	hsa00190	ATP12A	PPA2
9703	hsa04721	C00076	SYT1
9704	hsa04721	VAMP2	STX1B
9705	hsa04721	STX1B	SNAP25
9706	hsa04721	STX1B	VAMP2
9707	hsa04721	RAB3A	RIMS1
9708	hsa04721	STXBP1	STX1B
9710	hsa04721	CLTA	AP2M1
9711	hsa05034	C03758	DRD2
9712	hsa05034	DRD2	GNB5
9713	hsa05034	GNB5	ADCY5
9714	hsa05034	C00575	PRKACA
9715	hsa05034	C03758	DRD1
9716	hsa05034	DRD1	GNAS
9717	hsa05034	GNAS	ADCY5
9718	hsa05034	C00212	ADORA2A
9719	hsa05034	ADORA2A	GNAS
9721	hsa05034	BDNF	NTRK2
9722	hsa05034	SOS1	HRAS
9723	hsa05034	HRAS	ARAF
9727	hsa05034	ADCY5	C00575
9729	hsa05034	CALML6	CAMKK2
9730	hsa05034	CAMKK2	CAMK4
9731	hsa05034	CALML6	HRAS
9734	hsa05034	ARAF	MAP2K1
9736	hsa05034	MAP2K1	MAPK1
9742	hsa05034	PRKACA	PPP1R1B
9744	hsa05034	PRKACA	GRIN3A
9746	hsa05034	C00469	GRIN3A
9747	hsa05034	PKIA	PRKACA
9748	hsa05034	PPP1R1B	PPP1CA
9749	hsa05034	PPP1CA	GRIN3A
9751	hsa05034	C00469	SLC29A1
9752	hsa05034	CREB3	CRH
9753	hsa05034	CREB3	NPY
9754	hsa05034	CREB3	BDNF
9755	hsa05034	CREB3	FOSB
9756	hsa05034	PRKACA	CREB3
9758	hsa05034	CAMK4	CREB3
9762	hsa05034	MAPK1	CREB3
9764	hsa05034	MAPK1	PDYN
9766	hsa05322	CD80	CD28
9767	hsa05322	CD40LG	CD40
9768	hsa05322	IGH	FCGR1A
9770	hsa04066	IL6	IL6R
9771	hsa04066	C00338	TLR4
9772	hsa04066	IFNG	IFNGR1
9773	hsa04066	EGF	EGFR
9774	hsa04066	MAP2K1	MAPK1
9775	hsa04066	MAPK1	MKNK2
9776	hsa04066	PIK3CA	AKT3
9777	hsa04066	MTOR	RPS6KB1
9778	hsa04066	RPS6KB1	RPS6
9779	hsa04066	MKNK2	EIF4E
9780	hsa04066	C00704	PLCG1
9781	hsa04066	C00165	PRKCA
9782	hsa04066	PRKCA	MTOR
9783	hsa04066	C00007	EGLN2
9784	hsa04066	C14818	EGLN2
9785	hsa04066	C00072	EGLN2
9786	hsa04066	C00026	EGLN2
9787	hsa04066	C00076	CAMK2A
9788	hsa04066	CAMK2A	CREBBP
9789	hsa04066	EGLN2	HIF1A
9790	hsa04066	IL6R	STAT3
9792	hsa04066	TLR4	NFKB1
9794	hsa04066	IFNGR1	NFKB1
9796	hsa04066	PRKCA	EGLN2
9797	hsa04066	C00533	EGLN2
9798	hsa04066	MAPK1	EIF4EBP1
9799	hsa04066	MTOR	EIF4EBP1
9800	hsa04066	PDK1	PDHA1
9802	hsa04066	STAT3	HIF1A
9803	hsa04066	NFKB1	HIF1A
9804	hsa04066	EGFR	MAP2K1
9806	hsa04066	EGFR	PIK3CA
9808	hsa04066	AKT3	MTOR
9810	hsa04066	CYBB	C00704
9811	hsa04066	PLCG1	C00165
9812	hsa04066	PLCG1	C01245
9813	hsa04066	EIF4EBP1	EIF4E
9814	hsa04371	ADCY1	C00575
9815	hsa04371	C00575	PRKACA
9816	hsa04371	PLCB1	C01245
9817	hsa04371	PLCB1	C00165
9818	hsa04371	C00165	PRKCE
9819	hsa04371	PRKCE	RRAS2
9820	hsa04371	RRAS2	RAF1
9821	hsa04371	C01245	ITPR1
9822	hsa04371	C01245	RYR1
9823	hsa04371	ITPR1	C00076
9824	hsa04371	RYR1	C00076
9825	hsa04371	PRKCE	SLC9A1
9826	hsa04371	PRKCE	MYLK4
9827	hsa04371	C00076	CALML6
9828	hsa04371	CALML6	MYLK4
9829	hsa04371	CALML6	NOS1
9830	hsa04371	NOS1	C00533
9831	hsa04371	RPS6KB1	RPS6
9832	hsa04371	GNB5	PIK3R6
9833	hsa04371	GNB5	PRKCE
9834	hsa04371	APLN	APLNR
9835	hsa04371	GNB5	PRKAG2
9836	hsa04371	GNB5	RRAS2
9837	hsa04371	GNB5	PLCB1
9838	hsa04371	TGFBR1	SMAD2
9840	hsa04371	BECN2	GABARAP
9841	hsa04371	PRKACA	LIPE
9843	hsa04371	RAF1	MAP2K1
9845	hsa04371	MYLK4	MYL2
9847	hsa04371	MAP2K1	MAPK1
9849	hsa04371	MAPK1	RPS6KB1
9851	hsa04371	MTOR	RPS6KB1
9853	hsa04371	PIK3R6	AKT3
9855	hsa04371	AKT3	NOS1
9857	hsa04371	AKT3	MAPK1
9859	hsa04371	AKT3	PDE3B
9863	hsa04371	MAPK1	SLC9A1
9864	hsa04371	SPHK2	C06124
9865	hsa04371	APLNR	TGFBR1
9866	hsa04371	GNB5	ADCY1
9867	hsa04371	SERPINE1	PLAT
9868	hsa04371	PLAT	C00290
9869	hsa04371	PDE3B	C00575
9870	hsa04371	CAMK4	HDAC5
9872	hsa04371	APLNR	GNB5
9874	hsa04371	APLNR	GNA13
9875	hsa04371	SMAD2	SMAD4
9876	hsa04371	PIK3R4	BECN2
9878	hsa04371	MAPK1	EGR1
9879	hsa04371	MAPK1	JAG1
9880	hsa04371	JAG1	NOTCH3
9881	hsa04371	EGR1	SPP1
9882	hsa04371	JAG1	CCND1
9883	hsa04371	APLNR	PIK3R4
9885	hsa04371	PRKAG2	PLIN1
9886	hsa04371	PPARGC1A	UCP1
9887	hsa04371	PPARGC1A	NRF1
9888	hsa04371	PPARGC1A	TFAM
9889	hsa04371	KLF2	NOS1
9890	hsa04371	SMAD2	SPHK2
9891	hsa04371	SMAD2	ACTA2
9892	hsa04371	SMAD2	CDH1
9893	hsa04371	SMAD2	CTGF
9894	hsa04371	HDAC5	MEF2B
9895	hsa04371	MEF2B	KLF2
9896	hsa04371	PRKAG2	PPARGC1A
9898	hsa04371	PRKAG2	KLF2
9900	hsa04371	PRKAG2	SPHK2
9902	hsa04371	GNA13	CAMK4
9905	hsa04371	AKT3	MTOR
9907	hsa04714	C00547	ADRB3
9908	hsa04714	ADRB3	GNAS
9909	hsa04714	GNAS	ADCY1
9910	hsa04714	ADCY1	C00575
9911	hsa04714	C11695	CNR1
9912	hsa04714	C13856	CNR1
9913	hsa04714	C00575	PRKACA
9914	hsa04714	NPR1	C00942
9915	hsa04714	C00942	PRKG1
9916	hsa04714	FGF21	FGFR1
9917	hsa04714	FGFR1	FRS2
9918	hsa04714	FRS2	GRB2
9919	hsa04714	GRB2	SOS1
9920	hsa04714	SOS1	HRAS
9921	hsa04714	HRAS	RPS6KA6
9923	hsa04714	RHEB	RPTOR
9924	hsa04714	RHEB	MTOR
9925	hsa04714	RHEB	MLST8
9926	hsa04714	PRKACA	PLIN1
9928	hsa04714	PRKACA	LIPE
9930	hsa04714	PRKACA	CREB3
9932	hsa04714	PRKACA	KDM3B
9934	hsa04714	PRKACA	MAP3K5
9936	hsa04714	MAP3K5	MAP2K3
9938	hsa04714	MAP2K3	MAPK14
9940	hsa04714	MAPK14	PPARGC1A
9942	hsa04714	MAPK14	ATF2
9944	hsa04714	PRKG1	PLIN1
9946	hsa04714	PRKG1	LIPE
9948	hsa04714	PRKG1	MAPK14
9950	hsa04714	C00162	UCP1
9951	hsa04714	RPS6KB1	RPS6
9953	hsa04714	KLB	FGFR1
9954	hsa04714	RPTOR	MTOR
9955	hsa04714	MTOR	MLST8
9956	hsa04714	ACTL6B	PPARG
9957	hsa04714	KDM3B	ACTL6B
9958	hsa04714	KDM3B	PPARG
9959	hsa04714	PRDM16	ZNF516
9960	hsa04714	ZNF516	KDM1A
9961	hsa04714	PRDM16	KDM1A
9962	hsa04714	CREB3	ZNF516
9963	hsa04714	KDM3B	UCP1
9964	hsa04714	PPARGC1A	UCP1
9965	hsa04714	ATF2	PPARGC1A
9966	hsa04714	ATF2	FGF21
9967	hsa04714	RPS6	UCP1
9968	hsa04714	RPS6	FGF21
9969	hsa04714	TSC1	RHEB
9970	hsa04714	AKT1S1	RPTOR
9971	hsa04714	AKT1S1	MTOR
9972	hsa04714	CNR1	ADCY1
9973	hsa04714	PLIN1	LIPE
9974	hsa04714	ATF2	ZNF516
9975	hsa04714	ATF2	UCP1
9976	hsa04714	CREB3	UCP1
9977	hsa04714	MTOR	RPS6KB1
9979	hsa04714	PRKAG2	C00547
9981	hsa04714	C02465	PRKAG2
9983	hsa04714	C00745	PRKAG2
9985	hsa04714	C00951	PRKAG2
9987	hsa04714	GCG	PRKAG2
9989	hsa04714	BMP8A...	PRKAG2
9991	hsa04714	RPS6KA6	TSC1
9993	hsa04260	C00076	TNNC1
9994	hsa04260	TNNC1	TNNI3
9995	hsa04260	TNNC1	TNNT2
9996	hsa04260	TNNI3	TNNT2
9997	hsa04260	TNNT2	TPM1
9998	hsa04260	TPM1	ACTC1
9999	hsa04260	ACTC1	MYH6
10002	hsa04260	TNNT2	TNNC1
10003	hsa04260	TNNI3	ACTC1
10009	hsa05016	HTT	REST
10010	hsa05016	HTT	HIP1
10011	hsa05016	CASP8	CASP3
10012	hsa05016	C00025	GRM5
10013	hsa05016	GRM5	GNAQ
10014	hsa05016	GNAQ	PLCB1
10015	hsa05016	PLCB1	C01245
10016	hsa05016	C01245	ITPR1
10017	hsa05016	HTT	ITPR1
10018	hsa05016	C00076	TGM2
10019	hsa05016	CYCS	CASP9
10020	hsa05016	APAF1	CASP9
10021	hsa05016	CASP9	CASP3
10022	hsa00900	Glycolysis / Gluconeogenesis	ACAT1
10023	hsa00900	ACAT1	HMGCS1
10024	hsa00900	Glycolysis / Gluconeogenesis	HMGCS1
10025	hsa00900	HMGCS1	HMGCR
10026	hsa00900	HMGCR	MVK
10027	hsa00900	MVK	PMVK
10028	hsa00900	PMVK	MVD
10029	hsa00900	MVD	IDI1
10030	hsa00900	MVD	FDPS
10032	hsa00900	IDI1	FDPS
10034	hsa00900	FDPS	FDPS
10036	hsa00900	FDPS	Monoterpenoid biosynthesis
10038	hsa00900	FDPS	GGPS1
10039	hsa00900	FDPS	Sesquiterpenoid and triterpenoid biosynthesis
10040	hsa00900	FDPS	Carotenoid biosynthesis
10041	hsa00900	GGPS1	Sesquiterpenoid and triterpenoid biosynthesis
10042	hsa00900	GGPS1	Carotenoid biosynthesis
10043	hsa00900	Sesquiterpenoid and triterpenoid biosynthesis	Carotenoid biosynthesis
10044	hsa00900	GGPS1	Diterpenoid biosynthesis
10046	hsa00900	Diterpenoid biosynthesis	Carotenoid biosynthesis
10047	hsa00900	FDPS	NUS1
10048	hsa00900	NUS1	GGPS1
10049	hsa00900	NUS1	PDSS1
10050	hsa00900	NUS1	Sesquiterpenoid and triterpenoid biosynthesis
10051	hsa00900	NUS1	Carotenoid biosynthesis
10052	hsa00900	FDPS	PDSS1
10053	hsa00900	GGPS1	PDSS1
10054	hsa00900	PDSS1	Sesquiterpenoid and triterpenoid biosynthesis
10055	hsa00900	PDSS1	Carotenoid biosynthesis
10056	hsa00900	Sesquiterpenoid and triterpenoid biosynthesis	FNTA
10057	hsa00900	FDPS	FNTA
10058	hsa00900	FNTA	Carotenoid biosynthesis
10059	hsa00900	FNTA	NUS1
10060	hsa00900	FNTA	GGPS1
10061	hsa00900	FNTA	PDSS1
10062	hsa00900	ICMT	ZMPSTE24
10063	hsa00900	ICMT	RCE1
10064	hsa00900	ZMPSTE24	FNTA
10065	hsa00900	RCE1	FNTA
10066	hsa00900	FDPS	IDI1
10067	hsa00900	PDSS1	Ubiquinone and other terpenoid-quinone biosynthesis
10068	hsa00900	IDI1	Zeatin biosynthesis
10069	hsa00900	FDPS	Zeatin biosynthesis
